Date,Chemical Name,Price/Kg,Packing,Purity,Chemical Nature,Supplier Country,Storing Container,Supplier Company,Boiling Point,Composition,Usage,Price/MT,Quality
1/26/2024,Pigment Gum,250,60,92,liquid,Turkey,Plastic Drum,Argon Kimya Sanvetic,100,Acrylic Polymer Emulsion,gum for paste hardening,2060,Bad
1/27/2024,Pigment Gum,250,60,92,liquid,Turkey,Plastic Drum,Argon Kimya Sanvetic,100,Acrylic Polymer Emulsion,gum for paste hardening,2060,Bad
1/28/2024,Pigment Gum,250,60,92,liquid,Turkey,Plastic Drum,Argon Kimya Sanvetic,100,Acrylic Polymer Emulsion,gum for paste hardening,2060,Bad
1/29/2024,Pigment Gum,250,60,92,liquid,Turkey,Plastic Drum,Argon Kimya Sanvetic,100,Acrylic Polymer Emulsion,gum for paste hardening,2060,Bad
1/30/2024,Pigment Gum,250,60,92,liquid,Turkey,Plastic Drum,Argon Kimya Sanvetic,100,Acrylic Polymer Emulsion,gum for paste hardening,2060,Bad
1/31/2024,Pigment Gum,250,60,92,liquid,Turkey,Plastic Drum,Argon Kimya Sanvetic,100,Acrylic Polymer Emulsion,gum for paste hardening,2060,Bad
1/1/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/2/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/3/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/4/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/5/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/6/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/7/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/8/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/9/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/10/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/11/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/12/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/13/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/14/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/15/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/16/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/17/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/18/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/19/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/20/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/21/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/22/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/23/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/24/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/25/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/26/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/27/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/28/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/29/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/30/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/31/2024,Acrylic Polymer,230,50,38,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1420,Good
1/1/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/2/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/3/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/4/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/5/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/6/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/7/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/8/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/9/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/10/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/11/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/12/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/13/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/14/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/15/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/16/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/17/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/18/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/19/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/20/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/21/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/22/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/23/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/24/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/25/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/26/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/27/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/28/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/29/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/30/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/31/2024,Apriton,202,50,60,Paste,Taiwan,Plastic Drum,Great Gear Commerce Co. Ltd.,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1130,Good
1/1/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/2/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/3/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/4/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/5/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/6/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/7/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/8/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/9/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/10/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/11/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/12/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/13/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/14/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/15/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/16/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/17/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/18/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/19/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/20/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/21/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/22/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/23/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/24/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/25/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/26/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/27/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/28/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/29/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/30/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/31/2024,PVA,490,10,79,granular,Taiwan,Paper Bag,Welfson Limited,200,"Carbon, Hydrogen, Oxygen",used as glue,2450,Bad
1/1/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/2/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/3/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/4/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/5/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/6/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/7/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/8/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/9/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/10/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/11/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/12/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/13/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/14/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/15/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/16/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/17/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/18/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/19/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/20/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/21/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/22/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/23/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/24/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/25/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/26/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/27/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/28/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/29/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/30/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
1/31/2024,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Qingdao Bright Moon Co. Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2240,Good
12/1/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/2/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/3/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/4/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/5/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/6/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/7/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/8/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/9/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/10/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/11/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/12/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/13/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/14/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/15/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/16/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/17/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/18/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/19/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/20/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/21/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/22/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/23/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/24/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/25/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/26/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/27/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/28/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/29/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
12/30/2023,Titanium Dioxide,422,25,69,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2600,Good
